datetime,signal_datetime,trigger,trigger_type,signal_regime,signal_transition,desired_weight,scheduled_target_weight,side,exec_price,trade_notional,btc_delta,fee_paid,pre_trade_equity,pre_trade_weight
2022-01-31 08:00:00+08:00,2022-01-31 04:00:00+08:00,Bull,regime,Bull,Bull,0.9,0.7151501438392884,BUY,37919.63174999999,30487.54104779933,0.8040041435212338,15.243770523899665,121950.1641911973,0.4651501438392884
2022-02-01 00:00:00+08:00,2022-01-31 20:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.464311664422998,SELL,37685.18709000001,30384.72229535172,-0.8062776024645103,15.19236114767586,121538.88918140685,0.714311664422998
2022-02-05 20:00:00+08:00,2022-02-05 16:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.7376113858238935,BUY,41471.42999999999,31758.986778512808,0.765803995148294,15.879493389256405,127035.94711405123,0.4876113858238936
2022-02-13 20:00:00+08:00,2022-02-13 16:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.492411089672533,SELL,42428.24928,32335.34644218647,-0.7621183289650566,16.167673221093235,129341.38576874588,0.742411089672533
2022-02-18 20:00:00+08:00,2022-02-18 16:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.2284902095268979,SELL,40138.771049999996,31464.45502482206,-0.783891838283426,15.73222751241103,125857.82009928822,0.4784902095268979
2022-02-27 04:00:00+08:00,2022-02-27 00:00:00+08:00,Bear -> Bull,transition,Bull,Bear -> Bull,1.0,0.4742487307903669,BUY,39293.37412,31287.350739884954,0.7962500406387842,15.643675369942477,125149.4029595398,0.22424873079036686
2022-02-28 12:00:00+08:00,2022-02-28 08:00:00+08:00,Bull,regime,Bull,Bull,0.9,0.7147344993479259,BUY,37831.5938,30723.91817299025,0.812123283396806,15.361959086495125,122895.67269196098,0.4647344993479258
2022-03-05 08:00:00+08:00,2022-03-05 04:00:00+08:00,Bull -> Bear,transition,Bear,Bull -> Bear,0.15,0.471878893839642,SELL,39109.50135,31499.34764314013,-0.8054141974668805,15.749673821570065,125997.3905725605,0.721878893839642
2022-03-06 16:00:00+08:00,2022-03-06 12:00:00+08:00,Bear,regime,Bear,Bear,0.2,0.22332209653619084,SELL,39348.172439999995,31578.18619841202,-0.8025324745784311,15.78909309920601,126312.74479364807,0.47332209653619084
2022-03-10 12:00:00+08:00,2022-03-10 08:00:00+08:00,Bear -> Bull,transition,Bull,Bear -> Bull,1.0,0.47918630530873085,BUY,40809.2685,31813.30631174034,0.7795608076567297,15.90665315587017,127253.22524696136,0.22918630530873088
2022-03-11 20:00:00+08:00,2022-03-11 16:00:00+08:00,Bear,regime,Bear,Bear,0.2,0.22370524633940603,SELL,39854.18592,31474.43295236837,-0.7897397030150746,15.737216476184186,125897.73180947348,0.473705246339406
2022-03-13 12:00:00+08:00,2022-03-13 08:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.470485013320872,BUY,39233.26407,31339.362666163284,0.7987957007667674,15.669681333081643,125357.45066465317,0.22048501332087203
2022-03-17 16:00:00+08:00,2022-03-17 12:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.7299732477028882,BUY,40766.78605999999,31903.63709383473,0.7825889695321923,15.951818546917366,127614.54837533899,0.47997324770288824
2022-03-21 16:00:00+08:00,2022-03-21 12:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.48180439682481313,SELL,41060.898,32106.59479250476,-0.7819262694280276,16.05329739625238,128426.37917001906,0.7318043968248131
2022-03-25 12:00:00+08:00,2022-03-25 08:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.7485789363453466,BUY,44012.13816999999,33172.68486652634,0.7537167301073741,16.58634243326317,132690.73946610535,0.49857893634534656
2022-04-02 20:00:00+08:00,2022-04-02 16:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.5091670958040192,SELL,46496.297159999995,34613.8961187409,-0.7444441435762044,17.306948059370452,138455.5844749636,0.7591670958040192
2022-04-07 20:00:00+08:00,2022-04-07 16:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.24373447132833065,SELL,43722.98325,33550.20529454277,-0.7673356848207007,16.775102647271385,134200.8211781711,0.49373447132833065
2022-04-11 04:00:00+08:00,2022-04-11 00:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.49133379617660206,BUY,43279.00576999999,33438.51332853615,0.7726266519670135,16.719256664268077,133754.0533141446,0.24133379617660206
2022-04-12 12:00:00+08:00,2022-04-12 08:00:00+08:00,Bear,regime,Bear,Bear,0.2,0.22026974192633147,SELL,39707.39286,32100.982647273446,-0.8084384376595771,16.050491323636724,128403.93058909377,0.4702697419263315
2022-04-15 04:00:00+08:00,2022-04-15 00:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.47022601888634674,BUY,39815.58581,32094.036820008194,0.8060671761345157,16.047018410004096,128376.14728003279,0.22022601888634674
2022-05-06 20:00:00+08:00,2022-05-06 16:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.2,SELL,35745.04917,29820.329358074232,-0.8342506179317765,14.910164679037116,122268.28120529986,0.44389260292293725
2022-05-22 00:00:00+08:00,2022-05-21 20:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.420992583862102,BUY,29582.022469999996,29493.01565213403,0.9969911855095022,14.746507826067015,117972.06260853611,0.17099258386210198
2022-05-31 08:00:00+08:00,2022-05-31 04:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.688352928042555,BUY,31765.964229999998,30398.072049761846,0.9569384335279738,15.199036024880924,121592.28819904738,0.438352928042555
2022-06-01 16:00:00+08:00,2022-06-01 12:00:00+08:00,Bull,regime,Bull,Bull,0.9,0.9,BUY,31513.902419999995,25790.395400843336,0.8183815211814488,12.895197700421669,120882.8615297071,0.6866496947997437
2022-06-03 16:00:00+08:00,2022-06-03 12:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.6470165396032732,SELL,30413.2563,29313.908536263538,-0.9638530069620838,14.65695426813177,117255.63414505414,0.8970165396032732
2022-06-07 12:00:00+08:00,2022-06-07 08:00:00+08:00,Bull,regime,Bull,Bull,0.9,0.8902804643291335,BUY,29593.173609999998,28754.7925775724,0.9716697829210079,14.3773962887862,115019.1703102896,0.6402804643291335
2022-06-08 12:00:00+08:00,2022-06-08 08:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.641872456871434,SELL,29996.68329,29144.915806549645,-0.97160461124266,14.572457903274822,116579.66322619861,0.891872456871434
2022-06-11 20:00:00+08:00,2022-06-11 16:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.38168521685999723,SELL,28705.27599,28328.903578237834,-0.9868883890232137,14.164451789118917,113315.61431295131,0.6316852168599972
2022-06-26 00:00:00+08:00,2022-06-25 20:00:00+08:00,Bear -> Bull,transition,Bull,Bear -> Bull,1.0,0.5604041494941939,BUY,20982.851889999998,25395.51064116713,1.210298331909311,12.697755320583566,101582.04256466852,0.3104041494941939
2022-06-27 08:00:00+08:00,2022-06-27 04:00:00+08:00,Bull,regime,Bull,Bull,0.9,0.8112578873617146,BUY,21059.11808,25437.6918445122,1.207918192389574,12.718845922256099,101750.7673780488,0.5612578873617146
2022-06-29 20:00:00+08:00,2022-06-29 16:00:00+08:00,Bull -> Bear,transition,Bear,Bull -> Bear,0.15,0.5542676235266993,SELL,20084.70519,24512.980807489614,-1.220479990898468,12.256490403744808,98051.92322995844,0.8042676235266993
2022-07-01 04:00:00+08:00,2022-07-01 00:00:00+08:00,Bear,regime,Bear,Bear,0.2,0.28927066791626876,SELL,18908.402670000003,23708.421206359577,-1.253856373810743,11.854210603179789,94833.68482543831,0.5392706679162688
2022-07-07 00:00:00+08:00,2022-07-06 20:00:00+08:00,Bear -> Bull,transition,Bull,Bear -> Bull,1.0,0.5521504150014171,BUY,20168.998849999996,24141.745124257868,1.1969729040000354,12.070872562128935,96566.9804970315,0.3021504150014172
2022-07-08 08:00:00+08:00,2022-07-08 04:00:00+08:00,Bull,regime,Bull,Bull,0.9,0.8195196084712949,BUY,21646.61499,25108.815708227587,1.1599418994529633,12.554407854113794,100435.26283291038,0.5695196084712949
2022-07-11 20:00:00+08:00,2022-07-11 16:00:00+08:00,Bull -> Bear,transition,Bear,Bull -> Bear,0.15,0.5613406249981161,SELL,20454.07545,24003.632408059624,-1.1735378832808414,12.001816204029812,96014.5296322385,0.8113406249981161
2022-07-13 04:00:00+08:00,2022-07-13 00:00:00+08:00,Bear,regime,Bear,Bear,0.2,0.29799538716923935,SELL,19379.34126,23288.297590415717,-1.201707389222977,11.644148795207858,93153.19036166286,0.5479953871692393
2022-07-18 00:00:00+08:00,2022-07-17 20:00:00+08:00,Bear -> Bull,transition,Bull,Bear -> Bull,1.0,0.5664482162716903,BUY,21191.260089999996,23912.718370939645,1.1284236175376794,11.956359185469823,95650.8734837586,0.3164482162716903
2022-07-19 08:00:00+08:00,2022-07-19 04:00:00+08:00,Bull,regime,Bull,Bull,0.9,0.8305780538345661,BUY,22455.01258,24711.18335240658,1.1004751506759824,12.355591676203291,98844.7334096263,0.5805780538345661
2022-07-25 04:00:00+08:00,2022-07-25 00:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.5823026258705911,SELL,22676.420879999998,24946.889594515604,-1.1001246504697793,12.473444797257802,99787.55837806243,0.8323026258705911
2022-07-26 12:00:00+08:00,2022-07-26 08:00:00+08:00,Bear,regime,Bear,Bear,0.2,0.31486615057791845,SELL,21120.388469999998,23940.063336744628,-1.1335048770883063,11.970031668372314,95760.25334697851,0.5648661505779184
2022-07-29 00:00:00+08:00,2022-07-28 20:00:00+08:00,Bear -> Bull,transition,Bull,Bear -> Bull,1.0,0.5903078602596137,BUY,23771.597849999995,24858.800421434273,1.0457353594106118,12.429400210717137,99435.20168573709,0.3403078602596137
2022-07-30 08:00:00+08:00,2022-07-30 04:00:00+08:00,Bull,regime,Bull,Bull,0.9,0.8405563047454175,BUY,23801.057279999997,24866.295180472676,1.0447559067625032,12.433147590236338,99465.1807218907,0.5905563047454175
2022-08-02 12:00:00+08:00,2022-08-02 08:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.5852526628449124,SELL,22828.48866,24046.91797985686,-1.053373192505371,12.023458989928429,96187.67191942745,0.8352526628449124
2022-08-20 08:00:00+08:00,2022-08-20 04:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.31260289079577197,SELL,20813.55561,22794.822197897996,-1.0951911641154712,11.397411098948998,91179.28879159197,0.562602890795772
2022-08-25 04:00:00+08:00,2022-08-25 00:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.5713573475368452,BUY,21731.029319999998,23084.67567433845,1.0622909450999927,11.542337837169226,92338.70269735382,0.32135734753684525
2022-08-27 20:00:00+08:00,2022-08-27 16:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.303738274282348,SELL,20190.998789999998,22166.792395051958,-1.0978551693059637,11.08339619752598,88667.16958020782,0.553738274282348
2022-09-01 00:00:00+08:00,2022-08-31 20:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.5528628355415345,BUY,20162.402259999995,22134.98155637889,1.0978345373205989,11.067490778189445,88539.92622551558,0.3028628355415345
2022-09-08 00:00:00+08:00,2022-09-07 20:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.28666940416563613,SELL,18851.7294,21355.390955667368,-1.1328080571572052,10.677695477833684,85421.56382266947,0.5366694041656361
2022-09-09 08:00:00+08:00,2022-09-09 04:00:00+08:00,Consolidation,regime,Consolidation,Consolidation,0.55,0.5413442883707882,BUY,19339.860539999998,21492.50204418262,1.1113059476168603,10.746251022091311,85970.00817673051,0.29134428837078824
2022-09-10 08:00:00+08:00,2022-09-10 04:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.816097036370247,BUY,21382.981619999995,22712.3875222492,1.062171212877337,11.356193761124599,90849.5500889968,0.566097036370247
2022-09-14 20:00:00+08:00,2022-09-14 16:00:00+08:00,Bull -> Bear,transition,Bear,Bull -> Bear,0.15,0.5578172078435812,SELL,20204.51526,21719.095040577282,-1.074962440874579,10.859547520288642,86876.38016230913,0.8078172078435812
2022-09-16 04:00:00+08:00,2022-09-16 00:00:00+08:00,Bear,regime,Bear,Bear,0.2,0.3023035331639954,SELL,19760.92929,21445.546061881232,-1.085249876013358,10.722773030940616,85782.18424752491,0.5523035331639954
2022-09-18 08:00:00+08:00,2022-09-18 04:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.5556651575377771,BUY,20132.722609999997,21545.51393450995,1.0701738831790297,10.772756967254974,86182.05573803981,0.3056651575377772
2022-09-20 04:00:00+08:00,2022-09-20 00:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.2981547247229883,SELL,19495.2852,21181.430623013126,-1.086489907981091,10.590715311506564,84725.7224920525,0.5481547247229883
2022-09-23 12:00:00+08:00,2022-09-23 08:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.5467255824879258,BUY,19412.533139999996,21134.62249931268,1.0887101825863355,10.56731124965634,84538.4899972507,0.29672558248792574
2022-10-05 12:00:00+08:00,2022-10-05 08:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.8066275922234185,BUY,20210.850659999996,21600.671821073505,1.068766089288075,10.800335910536752,86402.68728429402,0.5566275922234185
2022-10-06 20:00:00+08:00,2022-10-06 16:00:00+08:00,Consolidation,regime,Consolidation,Consolidation,0.55,0.5571050538301197,SELL,20224.215539999997,21640.141012190492,-1.070011391511826,10.820070506095247,86560.56404876197,0.8071050538301197
2022-10-12 00:00:00+08:00,2022-10-11 20:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.2932655264019163,SELL,19128.4524,20978.49981761569,-1.0967170463626055,10.489249908807846,83913.99927046278,0.5432655264019163
2022-10-13 12:00:00+08:00,2022-10-13 08:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.5424923056169809,BUY,19108.24916,20951.866432957773,1.0964827942905981,10.475933216478888,83807.4657318311,0.2924923056169809
2022-10-26 20:00:00+08:00,2022-10-26 16:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.8113745499653465,BUY,20627.466859999997,21847.845629345626,1.0591628035390104,10.923922814672814,87391.3825173825,0.5613745499653465
2022-10-29 04:00:00+08:00,2022-10-29 00:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.5614414491177147,SELL,20588.60079,21841.113617755298,-1.0608352573606483,10.920556808877649,87364.45447102118,0.8114414491177147
2022-10-30 12:00:00+08:00,2022-10-30 08:00:00+08:00,Bull,regime,Bull,Bull,0.9,0.8133796660812639,BUY,20796.275499999996,21931.816396893133,1.0546030897163838,10.965908198446567,87727.26558757253,0.5633796660812639
2022-10-31 16:00:00+08:00,2022-10-31 12:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.5617479574707874,SELL,20526.53292,21727.155612392846,-1.0584912560280952,10.863577806196423,86908.62244957138,0.8117479574707874
2022-11-05 20:00:00+08:00,2022-11-05 16:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.8217555692871024,BUY,21426.03463,22228.553947994078,1.037455335616345,11.11427697399704,88914.21579197631,0.5717555692871024
2022-11-08 00:00:00+08:00,2022-11-07 20:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.5673273525900435,SELL,20744.18505,21674.494955460097,-1.0448467801081487,10.837247477730049,86697.97982184039,0.8173273525900435
2022-11-09 08:00:00+08:00,2022-11-09 04:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.2893824468710603,SELL,18526.83462,20353.657254479047,-1.0986041421510269,10.176828627239523,81414.62901791619,0.5393824468710603
2022-11-18 16:00:00+08:00,2022-11-18 12:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.518671053326256,BUY,16762.58584,19773.758407921316,1.1796365188917246,9.886879203960659,79095.03363168525,0.2686710533262559
2022-11-22 04:00:00+08:00,2022-11-22 00:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.25287332380299476,SELL,15705.78849,19140.414389458565,-1.218685352960497,9.570207194729283,76561.65755783426,0.5028733238029948
2022-11-24 00:00:00+08:00,2022-11-23 20:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.5110628233454999,BUY,16443.517089999998,19349.30611660916,1.1767133521803737,9.67465305830458,77397.22446643664,0.2610628233454999
2022-12-01 08:00:00+08:00,2022-12-01 04:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.7719574104934648,BUY,17182.695529999997,19785.217148491443,1.1514617781562615,9.892608574245722,79140.86859396577,0.5219574104934648
2022-12-03 00:00:00+08:00,2022-12-02 20:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.5196627641502509,SELL,16922.00106,19577.377421030847,-1.1569185790507714,9.788688710515425,78309.50968412339,0.7696627641502509
2022-12-14 16:00:00+08:00,2022-12-14 12:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.7820537688812044,BUY,17823.34554,20090.547926735948,1.1272040864408865,10.045273963367974,80362.1917069438,0.5320537688812044
2022-12-17 16:00:00+08:00,2022-12-17 12:00:00+08:00,Bull -> Bear,transition,Bear,Bull -> Bear,0.15,0.5214529792824723,SELL,16729.403850000002,19147.691663246325,-1.1445531373938542,9.573845831623164,76590.7666529853,0.7714529792824723
2022-12-19 00:00:00+08:00,2022-12-18 20:00:00+08:00,Bear,regime,Bear,Bear,0.2,0.27048152550996996,SELL,16667.14617,19103.909077432076,-1.1462015681975672,9.551954538716037,76415.63630972832,0.52048152550997
2022-12-19 04:00:00+08:00,2022-12-19 00:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.5211236536075387,BUY,16768.27152,19117.463047465862,1.1400974169975668,9.55873152373293,76469.85218986345,0.27112365360753865
2023-01-10 04:00:00+08:00,2023-01-10 00:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.7790176254765742,BUY,17311.484189999996,19432.81037394146,1.122538666278357,9.716405186970729,77731.2414957658,0.5290176254765742
2023-01-26 04:00:00+08:00,2023-01-26 00:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.5726433333114223,SELL,22727.22003,24199.14378711486,-1.0647647954818897,12.09957189355743,96796.57514845947,0.8226433333114223
2023-01-27 12:00:00+08:00,2023-01-27 08:00:00+08:00,Bull,regime,Bull,Bull,0.9,0.8228686268793798,BUY,22794.972199999997,24204.825922927535,1.0618493284640873,12.102412961463768,96819.30369171017,0.5728686268793798
2023-01-28 08:00:00+08:00,2023-01-28 04:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.5748367806481096,SELL,23051.08584,24459.52103692676,-1.0611006009305963,12.22976051846338,97838.08414770702,0.8248367806481096
2023-01-30 16:00:00+08:00,2023-01-30 12:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.8307413116455559,BUY,23666.45281,24796.698450161653,1.047757289579285,12.398349225080826,99186.79380064661,0.5807413116455559
2023-02-01 00:00:00+08:00,2023-01-31 20:00:00+08:00,Consolidation,regime,Consolidation,Consolidation,0.55,0.5776474448441534,SELL,23098.6782,24333.59380193965,-1.0534626090396657,12.166796900969825,97334.37520775858,0.8276474448441534
2023-02-03 04:00:00+08:00,2023-02-03 00:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.8346771566140004,BUY,23826.372569999996,24738.13801182981,1.0382670689443438,12.369069005914906,98952.55204731926,0.5846771566140004
2023-02-04 12:00:00+08:00,2023-02-04 08:00:00+08:00,Consolidation,regime,Consolidation,Consolidation,0.55,0.5820357093080648,SELL,23319.776879999998,24330.689768070595,-1.0433500240277855,12.165344884035298,97322.7590722824,0.8320357093080648
2023-02-11 00:00:00+08:00,2023-02-10 20:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.3136227272955263,SELL,21631.09725,23297.08440526655,-1.0770181528940492,11.648542202633275,93188.3376210662,0.5636227272955263
2023-02-13 12:00:00+08:00,2023-02-13 08:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.5650116552274476,BUY,21830.408599999995,23340.07175817096,1.069154141172189,11.67003587908548,93360.28703268382,0.3150116552274475
2023-02-16 20:00:00+08:00,2023-02-16 16:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.8440021767400675,BUY,24592.497929999998,24999.497757138044,1.0165497554700027,12.499748878569022,99997.99102855218,0.5940021767400675
2023-02-23 00:00:00+08:00,2023-02-22 20:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.5893511362542664,SELL,23691.225059999997,24256.270505921624,-1.0238504106263226,12.128135252960812,97025.0820236865,0.8393511362542664
2023-02-25 20:00:00+08:00,2023-02-25 16:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.33174231208993377,SELL,22960.866149999998,23807.758173936414,-1.0368841496833696,11.903879086968207,95231.03269574566,0.5817423120899338
2023-02-27 08:00:00+08:00,2023-02-27 04:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.5870780004595428,BUY,23578.404849999995,23994.891514977127,1.017663903373732,11.997445757488563,95979.56605990848,0.3370780004595428
2023-03-04 08:00:00+08:00,2023-03-04 04:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.3243117224841948,SELL,22331.98566,23268.245203941686,-1.0419245990121995,11.634122601970843,93072.98081576676,0.5743117224841948
2023-03-06 08:00:00+08:00,2023-03-06 04:00:00+08:00,Bear -> Consolidation,transition,Consolidation,Bear -> Consolidation,0.6,0.5749261781103847,BUY,22452.67024,23285.115615972707,1.0370755623751906,11.642557807986353,93140.46246389086,0.32492617811038477
2023-03-10 04:00:00+08:00,2023-03-10 00:00:00+08:00,Consolidation -> Bear,transition,Bear,Consolidation -> Bear,0.2,0.30700573904535533,SELL,20835.4437,22336.592865215862,-1.0720478616548905,11.168296432607931,89346.37146086343,0.5570057390453553
2023-03-14 04:00:00+08:00,2023-03-14 00:00:00+08:00,Bear -> Bull,transition,Bull,Bear -> Bull,1.0,0.5901383212449729,BUY,24301.527249999996,23453.913280683897,0.9651209588353712,11.72695664034195,93815.65312273559,0.3401383212449729
2023-03-15 12:00:00+08:00,2023-03-15 08:00:00+08:00,Bull,regime,Bull,Bull,0.9,0.8444358254995735,BUY,24741.586869999996,23695.210611916948,0.9577077952363753,11.847605305958474,94780.84244766779,0.5944358254995735
2023-03-26 00:00:00+08:00,2023-03-25 20:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.6086525109917066,SELL,27619.792559999998,26057.512609325575,-0.9434362170794514,13.028756304662787,104230.05043730228,0.8586525109917066
2023-03-30 12:00:00+08:00,2023-03-30 08:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.85,BUY,28517.679189999995,24858.894372099414,0.8717011719809384,12.429447186049707,106121.63592961305,0.615750931425638
2023-04-01 00:00:00+08:00,2023-03-31 20:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.6000904521841074,SELL,28466.505,26525.688613560153,-0.931821051216514,13.262844306780076,106102.75445424061,0.8500904521841074
2023-04-11 20:00:00+08:00,2023-04-11 16:00:00+08:00,Consolidation -> Bull,transition,Bull,Consolidation -> Bull,0.85,0.85,BUY,30085.195139999996,25986.09738587428,0.8637503351714767,12.99304869293714,109547.62883756668,0.6127872217626404
2023-04-17 08:00:00+08:00,2023-04-17 04:00:00+08:00,Bull -> Consolidation,transition,Consolidation,Bull -> Consolidation,0.35,0.601115939781162,SELL,30274.35534,27570.364572285776,-0.9106837870750109,13.785182286142888,110281.45828914313,0.851115939781162
